date,country_regopn,region,product,Units Sold,price,revenue,Campaign Active
18-Feb-25,South,Andhra Pradesh,Jupiter,80,"82,000","65,60,000",No
18-Feb-25,South,Andhra Pradesh,Raider,40,"1,25,000","50,00,000",No
18-Feb-25,South,Andhra Pradesh,Apache,57,"1,35,000","76,95,000",No
18-Feb-25,South,Andhra Pradesh,iQube,45,"1,10,000","49,50,000",No
18-Feb-25,South,Andhra Pradesh,TVS Brand,17,"95,000","16,15,000",No
18-Feb-25,South,Pondicherry,Jupiter,79,"82,000","64,78,000",No
18-Feb-25,South,Pondicherry,Raider,55,"1,25,000","68,75,000",No
18-Feb-25,South,Pondicherry,Apache,48,"1,35,000","64,80,000",No
18-Feb-25,South,Pondicherry,iQube,57,"1,10,000","62,70,000",No
18-Feb-25,South,Pondicherry,TVS Brand,15,"95,000","14,25,000",No
18-Feb-25,West,Maharashtra,Jupiter,64,"82,000","52,48,000",No
18-Feb-25,West,Maharashtra,Raider,32,"1,25,000","40,00,000",No
18-Feb-25,West,Maharashtra,Apache,49,"1,35,000","66,15,000",No
18-Feb-25,West,Maharashtra,iQube,35,"1,10,000","38,50,000",No
18-Feb-25,West,Maharashtra,TVS Brand,19,"95,000","18,05,000",No
18-Feb-25,West,Gujarat,Jupiter,62,"82,000","50,84,000",No
18-Feb-25,West,Gujarat,Raider,43,"1,25,000","53,75,000",No
18-Feb-25,West,Gujarat,Apache,59,"1,35,000","79,65,000",No
18-Feb-25,West,Gujarat,iQube,30,"1,10,000","33,00,000",No
18-Feb-25,West,Gujarat,TVS Brand,19,"95,000","18,05,000",No
18-Feb-25,West,Goa,Jupiter,67,"82,000","54,94,000",No
18-Feb-25,West,Goa,Raider,43,"1,25,000","53,75,000",No
18-Feb-25,West,Goa,Apache,63,"1,35,000","85,05,000",No
18-Feb-25,West,Goa,iQube,35,"1,10,000","38,50,000",No
18-Feb-25,West,Goa,TVS Brand,17,"95,000","16,15,000",No
18-Feb-25,West,Madhya Pradesh,Jupiter,64,"82,000","52,48,000",No
18-Feb-25,West,Madhya Pradesh,Raider,47,"1,25,000","58,75,000",No
18-Feb-25,West,Madhya Pradesh,Apache,43,"1,35,000","58,05,000",No
18-Feb-25,West,Madhya Pradesh,iQube,31,"1,10,000","34,10,000",No
18-Feb-25,West,Madhya Pradesh,TVS Brand,18,"95,000","17,10,000",No
18-Feb-25,East,West Bengal,Jupiter,40,"82,000","32,80,000",No
18-Feb-25,East,West Bengal,Raider,26,"1,25,000","32,50,000",No
18-Feb-25,East,West Bengal,Apache,23,"1,35,000","31,05,000",No
18-Feb-25,East,West Bengal,iQube,7,"1,10,000","7,70,000",No
18-Feb-25,East,West Bengal,TVS Brand,9,"95,000","8,55,000",No
18-Feb-25,East,Bihar,Jupiter,43,"82,000","35,26,000",No
18-Feb-25,East,Bihar,Raider,29,"1,25,000","36,25,000",No
18-Feb-25,East,Bihar,Apache,24,"1,35,000","32,40,000",No
18-Feb-25,East,Bihar,iQube,6,"1,10,000","6,60,000",No
18-Feb-25,East,Bihar,TVS Brand,9,"95,000","8,55,000",No
18-Feb-25,East,Orissa,Jupiter,39,"82,000","31,98,000",No
18-Feb-25,East,Orissa,Raider,22,"1,25,000","27,50,000",No
18-Feb-25,East,Orissa,Apache,26,"1,35,000","35,10,000",No
18-Feb-25,East,Orissa,iQube,6,"1,10,000","6,60,000",No
18-Feb-25,East,Orissa,TVS Brand,8,"95,000","7,60,000",No
18-Feb-25,East,Jharkhand,Jupiter,40,"82,000","32,80,000",No
18-Feb-25,East,Jharkhand,Raider,24,"1,25,000","30,00,000",No
18-Feb-25,East,Jharkhand,Apache,19,"1,35,000","25,65,000",No
18-Feb-25,East,Jharkhand,iQube,6,"1,10,000","6,60,000",No
18-Feb-25,East,Jharkhand,TVS Brand,9,"95,000","8,55,000",No
18-Feb-25,East,Chhattisgarh,Jupiter,46,"82,000","37,72,000",No
18-Feb-25,East,Chhattisgarh,Raider,28,"1,25,000","35,00,000",No
18-Feb-25,East,Chhattisgarh,Apache,23,"1,35,000","31,05,000",No
18-Feb-25,East,Chhattisgarh,iQube,6,"1,10,000","6,60,000",No
18-Feb-25,East,Chhattisgarh,TVS Brand,9,"95,000","8,55,000",No
19-Feb-25,North,Delhi,Jupiter,55,"82,000","45,10,000",No
19-Feb-25,North,Delhi,Raider,42,"1,25,000","52,50,000",No
19-Feb-25,North,Delhi,Apache,30,"1,35,000","40,50,000",No
19-Feb-25,North,Delhi,iQube,20,"1,10,000","22,00,000",No
19-Feb-25,North,Delhi,TVS Brand,12,"95,000","11,40,000",No
19-Feb-25,North,Haryana,Jupiter,45,"82,000","36,90,000",No
19-Feb-25,North,Haryana,Raider,38,"1,25,000","47,50,000",No
19-Feb-25,North,Haryana,Apache,28,"1,35,000","37,80,000",No
19-Feb-25,North,Haryana,iQube,21,"1,10,000","23,10,000",No
19-Feb-25,North,Haryana,TVS Brand,12,"95,000","11,40,000",No
19-Feb-25,North,Punjab,Jupiter,44,"82,000","36,08,000",No
19-Feb-25,North,Punjab,Raider,34,"1,25,000","42,50,000",No
19-Feb-25,North,Punjab,Apache,35,"1,35,000","47,25,000",No
19-Feb-25,North,Punjab,iQube,20,"1,10,000","22,00,000",No
19-Feb-25,North,Punjab,TVS Brand,16,"95,000","15,20,000",No
19-Feb-25,North,Uttar Pradesh,Jupiter,64,"82,000","52,48,000",No
19-Feb-25,North,Uttar Pradesh,Raider,37,"1,25,000","46,25,000",No
19-Feb-25,North,Uttar Pradesh,Apache,29,"1,35,000","39,15,000",No
19-Feb-25,North,Uttar Pradesh,iQube,16,"1,10,000","17,60,000",No
19-Feb-25,North,Uttar Pradesh,TVS Brand,15,"95,000","14,25,000",No
19-Feb-25,North,Uttaranchal,Jupiter,66,"82,000","54,12,000",No
19-Feb-25,North,Uttaranchal,Raider,31,"1,25,000","38,75,000",No
19-Feb-25,North,Uttaranchal,Apache,39,"1,35,000","52,65,000",No
19-Feb-25,North,Uttaranchal,iQube,19,"1,10,000","20,90,000",No
19-Feb-25,North,Uttaranchal,TVS Brand,15,"95,000","14,25,000",No
19-Feb-25,North,Himachal Pradesh,Jupiter,47,"82,000","38,54,000",No
19-Feb-25,North,Himachal Pradesh,Raider,44,"1,25,000","55,00,000",No
19-Feb-25,North,Himachal Pradesh,Apache,41,"1,35,000","55,35,000",No
19-Feb-25,North,Himachal Pradesh,iQube,23,"1,10,000","25,30,000",No
19-Feb-25,North,Himachal Pradesh,TVS Brand,13,"95,000","12,35,000",No
19-Feb-25,North,Jammu & Kashmir,Jupiter,53,"82,000","43,46,000",No
19-Feb-25,North,Jammu & Kashmir,Raider,28,"1,25,000","35,00,000",No
19-Feb-25,North,Jammu & Kashmir,Apache,33,"1,35,000","44,55,000",No
19-Feb-25,North,Jammu & Kashmir,iQube,19,"1,10,000","20,90,000",No
19-Feb-25,North,Jammu & Kashmir,TVS Brand,16,"95,000","15,20,000",No
19-Feb-25,North,Chandigarh,Jupiter,49,"82,000","40,18,000",No
19-Feb-25,North,Chandigarh,Raider,41,"1,25,000","51,25,000",No
19-Feb-25,North,Chandigarh,Apache,26,"1,35,000","35,10,000",No
19-Feb-25,North,Chandigarh,iQube,15,"1,10,000","16,50,000",No
19-Feb-25,North,Chandigarh,TVS Brand,13,"95,000","12,35,000",No
19-Feb-25,North,Rajasthan,Jupiter,57,"82,000","46,74,000",No
19-Feb-25,North,Rajasthan,Raider,31,"1,25,000","38,75,000",No
19-Feb-25,North,Rajasthan,Apache,28,"1,35,000","37,80,000",No
19-Feb-25,North,Rajasthan,iQube,16,"1,10,000","17,60,000",No
19-Feb-25,North,Rajasthan,TVS Brand,11,"95,000","10,45,000",No
19-Feb-25,South,Karnataka,Jupiter,85,"82,000","69,70,000",No
19-Feb-25,South,Karnataka,Raider,42,"1,25,000","52,50,000",No
19-Feb-25,South,Karnataka,Apache,48,"1,35,000","64,80,000",No
19-Feb-25,South,Karnataka,iQube,44,"1,10,000","48,40,000",No
19-Feb-25,South,Karnataka,TVS Brand,18,"95,000","17,10,000",No
19-Feb-25,South,Tamil Nadu,Jupiter,75,"82,000","61,50,000",No
19-Feb-25,South,Tamil Nadu,Raider,52,"1,25,000","65,00,000",No
19-Feb-25,South,Tamil Nadu,Apache,60,"1,35,000","81,00,000",No
19-Feb-25,South,Tamil Nadu,iQube,50,"1,10,000","55,00,000",No
19-Feb-25,South,Tamil Nadu,TVS Brand,15,"95,000","14,25,000",No
19-Feb-25,South,Kerala,Jupiter,89,"82,000","72,98,000",No
19-Feb-25,South,Kerala,Raider,46,"1,25,000","57,50,000",No
19-Feb-25,South,Kerala,Apache,45,"1,35,000","60,75,000",No
19-Feb-25,South,Kerala,iQube,49,"1,10,000","53,90,000",No
19-Feb-25,South,Kerala,TVS Brand,23,"95,000","21,85,000",No
19-Feb-25,South,Andhra Pradesh,Jupiter,77,"82,000","63,14,000",No
19-Feb-25,South,Andhra Pradesh,Raider,46,"1,25,000","57,50,000",No
19-Feb-25,South,Andhra Pradesh,Apache,65,"1,35,000","87,75,000",No
19-Feb-25,South,Andhra Pradesh,iQube,43,"1,10,000","47,30,000",No
19-Feb-25,South,Andhra Pradesh,TVS Brand,15,"95,000","14,25,000",No
19-Feb-25,South,Pondicherry,Jupiter,73,"82,000","59,86,000",No
19-Feb-25,South,Pondicherry,Raider,53,"1,25,000","66,25,000",No
19-Feb-25,South,Pondicherry,Apache,56,"1,35,000","75,60,000",No
19-Feb-25,South,Pondicherry,iQube,48,"1,10,000","52,80,000",No
19-Feb-25,South,Pondicherry,TVS Brand,19,"95,000","18,05,000",No
19-Feb-25,West,Maharashtra,Jupiter,50,"82,000","41,00,000",No
19-Feb-25,West,Maharashtra,Raider,46,"1,25,000","57,50,000",No
19-Feb-25,West,Maharashtra,Apache,49,"1,35,000","66,15,000",No
19-Feb-25,West,Maharashtra,iQube,24,"1,10,000","26,40,000",No
19-Feb-25,West,Maharashtra,TVS Brand,16,"95,000","15,20,000",No
19-Feb-25,West,Gujarat,Jupiter,77,"82,000","63,14,000",No
19-Feb-25,West,Gujarat,Raider,38,"1,25,000","47,50,000",No
19-Feb-25,West,Gujarat,Apache,63,"1,35,000","85,05,000",No
19-Feb-25,West,Gujarat,iQube,32,"1,10,000","35,20,000",No
19-Feb-25,West,Gujarat,TVS Brand,17,"95,000","16,15,000",No
19-Feb-25,West,Goa,Jupiter,57,"82,000","46,74,000",No
19-Feb-25,West,Goa,Raider,42,"1,25,000","52,50,000",No
19-Feb-25,West,Goa,Apache,50,"1,35,000","67,50,000",No
19-Feb-25,West,Goa,iQube,33,"1,10,000","36,30,000",No
19-Feb-25,West,Goa,TVS Brand,10,"95,000","9,50,000",No
19-Feb-25,West,Madhya Pradesh,Jupiter,69,"82,000","56,58,000",No
19-Feb-25,West,Madhya Pradesh,Raider,35,"1,25,000","43,75,000",No
19-Feb-25,West,Madhya Pradesh,Apache,33,"1,35,000","44,55,000",No
19-Feb-25,West,Madhya Pradesh,iQube,34,"1,10,000","37,40,000",No
19-Feb-25,West,Madhya Pradesh,TVS Brand,17,"95,000","16,15,000",No
19-Feb-25,East,West Bengal,Jupiter,42,"82,000","34,44,000",No
19-Feb-25,East,West Bengal,Raider,26,"1,25,000","32,50,000",No
19-Feb-25,East,West Bengal,Apache,25,"1,35,000","33,75,000",No
19-Feb-25,East,West Bengal,iQube,6,"1,10,000","6,60,000",No
19-Feb-25,East,West Bengal,TVS Brand,10,"95,000","9,50,000",No
19-Feb-25,East,Bihar,Jupiter,39,"82,000","31,98,000",No
19-Feb-25,East,Bihar,Raider,30,"1,25,000","37,50,000",No
19-Feb-25,East,Bihar,Apache,21,"1,35,000","28,35,000",No
19-Feb-25,East,Bihar,iQube,7,"1,10,000","7,70,000",No
19-Feb-25,East,Bihar,TVS Brand,11,"95,000","10,45,000",No
19-Feb-25,East,Orissa,Jupiter,40,"82,000","32,80,000",No
19-Feb-25,East,Orissa,Raider,30,"1,25,000","37,50,000",No
19-Feb-25,East,Orissa,Apache,22,"1,35,000","29,70,000",No
19-Feb-25,East,Orissa,iQube,5,"1,10,000","5,50,000",No
19-Feb-25,East,Orissa,TVS Brand,9,"95,000","8,55,000",No
19-Feb-25,East,Jharkhand,Jupiter,40,"82,000","32,80,000",No
19-Feb-25,East,Jharkhand,Raider,27,"1,25,000","33,75,000",No
19-Feb-25,East,Jharkhand,Apache,23,"1,35,000","31,05,000",No
19-Feb-25,East,Jharkhand,iQube,7,"1,10,000","7,70,000",No
19-Feb-25,East,Jharkhand,TVS Brand,9,"95,000","8,55,000",No
19-Feb-25,East,Chhattisgarh,Jupiter,37,"82,000","30,34,000",No
19-Feb-25,East,Chhattisgarh,Raider,26,"1,25,000","32,50,000",No
19-Feb-25,East,Chhattisgarh,Apache,24,"1,35,000","32,40,000",No
19-Feb-25,East,Chhattisgarh,iQube,6,"1,10,000","6,60,000",No
19-Feb-25,East,Chhattisgarh,TVS Brand,10,"95,000","9,50,000",No
20-Feb-25,North,Delhi,Jupiter,64,"82,000","52,48,000",No
20-Feb-25,North,Delhi,Raider,34,"1,25,000","42,50,000",No
20-Feb-25,North,Delhi,Apache,31,"1,35,000","41,85,000",No
20-Feb-25,North,Delhi,iQube,17,"1,10,000","18,70,000",No
20-Feb-25,North,Delhi,TVS Brand,14,"95,000","13,30,000",No
20-Feb-25,North,Haryana,Jupiter,50,"82,000","41,00,000",No
20-Feb-25,North,Haryana,Raider,46,"1,25,000","57,50,000",No
20-Feb-25,North,Haryana,Apache,27,"1,35,000","36,45,000",No
20-Feb-25,North,Haryana,iQube,20,"1,10,000","22,00,000",No
20-Feb-25,North,Haryana,TVS Brand,14,"95,000","13,30,000",No
20-Feb-25,North,Punjab,Jupiter,56,"82,000","45,92,000",No
20-Feb-25,North,Punjab,Raider,40,"1,25,000","50,00,000",No
20-Feb-25,North,Punjab,Apache,34,"1,35,000","45,90,000",No
20-Feb-25,North,Punjab,iQube,18,"1,10,000","19,80,000",No
20-Feb-25,North,Punjab,TVS Brand,12,"95,000","11,40,000",No
20-Feb-25,North,Uttar Pradesh,Jupiter,55,"82,000","45,10,000",No
20-Feb-25,North,Uttar Pradesh,Raider,37,"1,25,000","46,25,000",No
20-Feb-25,North,Uttar Pradesh,Apache,23,"1,35,000","31,05,000",No
20-Feb-25,North,Uttar Pradesh,iQube,18,"1,10,000","19,80,000",No
20-Feb-25,North,Uttar Pradesh,TVS Brand,12,"95,000","11,40,000",No
20-Feb-25,North,Uttaranchal,Jupiter,60,"82,000","49,20,000",No
20-Feb-25,North,Uttaranchal,Raider,40,"1,25,000","50,00,000",No
20-Feb-25,North,Uttaranchal,Apache,42,"1,35,000","56,70,000",No
20-Feb-25,North,Uttaranchal,iQube,19,"1,10,000","20,90,000",No
20-Feb-25,North,Uttaranchal,TVS Brand,10,"95,000","9,50,000",No
20-Feb-25,North,Himachal Pradesh,Jupiter,53,"82,000","43,46,000",No
20-Feb-25,North,Himachal Pradesh,Raider,33,"1,25,000","41,25,000",No
20-Feb-25,North,Himachal Pradesh,Apache,31,"1,35,000","41,85,000",No
20-Feb-25,North,Himachal Pradesh,iQube,22,"1,10,000","24,20,000",No
20-Feb-25,North,Himachal Pradesh,TVS Brand,14,"95,000","13,30,000",No
20-Feb-25,North,Jammu & Kashmir,Jupiter,57,"82,000","46,74,000",No
20-Feb-25,North,Jammu & Kashmir,Raider,38,"1,25,000","47,50,000",No
20-Feb-25,North,Jammu & Kashmir,Apache,27,"1,35,000","36,45,000",No
20-Feb-25,North,Jammu & Kashmir,iQube,20,"1,10,000","22,00,000",No
20-Feb-25,North,Jammu & Kashmir,TVS Brand,14,"95,000","13,30,000",No
20-Feb-25,North,Chandigarh,Jupiter,57,"82,000","46,74,000",No
20-Feb-25,North,Chandigarh,Raider,45,"1,25,000","56,25,000",No
20-Feb-25,North,Chandigarh,Apache,25,"1,35,000","33,75,000",No
20-Feb-25,North,Chandigarh,iQube,14,"1,10,000","15,40,000",No
20-Feb-25,North,Chandigarh,TVS Brand,13,"95,000","12,35,000",No
20-Feb-25,North,Rajasthan,Jupiter,48,"82,000","39,36,000",No
20-Feb-25,North,Rajasthan,Raider,34,"1,25,000","42,50,000",No
20-Feb-25,North,Rajasthan,Apache,31,"1,35,000","41,85,000",No
20-Feb-25,North,Rajasthan,iQube,13,"1,10,000","14,30,000",No
20-Feb-25,North,Rajasthan,TVS Brand,15,"95,000","14,25,000",No
20-Feb-25,South,Karnataka,Jupiter,77,"82,000","63,14,000",No
20-Feb-25,South,Karnataka,Raider,50,"1,25,000","62,50,000",No
20-Feb-25,South,Karnataka,Apache,54,"1,35,000","72,90,000",No
20-Feb-25,South,Karnataka,iQube,46,"1,10,000","50,60,000",No
20-Feb-25,South,Karnataka,TVS Brand,23,"95,000","21,85,000",No
20-Feb-25,South,Tamil Nadu,Jupiter,81,"82,000","66,42,000",No
20-Feb-25,South,Tamil Nadu,Raider,44,"1,25,000","55,00,000",No
20-Feb-25,South,Tamil Nadu,Apache,48,"1,35,000","64,80,000",No
20-Feb-25,South,Tamil Nadu,iQube,33,"1,10,000","36,30,000",No
20-Feb-25,South,Tamil Nadu,TVS Brand,19,"95,000","18,05,000",No
20-Feb-25,South,Kerala,Jupiter,80,"82,000","65,60,000",No
20-Feb-25,South,Kerala,Raider,52,"1,25,000","65,00,000",No
20-Feb-25,South,Kerala,Apache,58,"1,35,000","78,30,000",No
20-Feb-25,South,Kerala,iQube,36,"1,10,000","39,60,000",No
20-Feb-25,South,Kerala,TVS Brand,17,"95,000","16,15,000",No
20-Feb-25,South,Andhra Pradesh,Jupiter,70,"82,000","57,40,000",No
20-Feb-25,South,Andhra Pradesh,Raider,50,"1,25,000","62,50,000",No
20-Feb-25,South,Andhra Pradesh,Apache,51,"1,35,000","68,85,000",No
20-Feb-25,South,Andhra Pradesh,iQube,39,"1,10,000","42,90,000",No
20-Feb-25,South,Andhra Pradesh,TVS Brand,18,"95,000","17,10,000",No
20-Feb-25,South,Pondicherry,Jupiter,67,"82,000","54,94,000",No
20-Feb-25,South,Pondicherry,Raider,52,"1,25,000","65,00,000",No
20-Feb-25,South,Pondicherry,Apache,62,"1,35,000","83,70,000",No
20-Feb-25,South,Pondicherry,iQube,44,"1,10,000","48,40,000",No
20-Feb-25,South,Pondicherry,TVS Brand,18,"95,000","17,10,000",No
20-Feb-25,West,Maharashtra,Jupiter,57,"82,000","46,74,000",No
20-Feb-25,West,Maharashtra,Raider,40,"1,25,000","50,00,000",No
20-Feb-25,West,Maharashtra,Apache,47,"1,35,000","63,45,000",No
20-Feb-25,West,Maharashtra,iQube,25,"1,10,000","27,50,000",No
20-Feb-25,West,Maharashtra,TVS Brand,16,"95,000","15,20,000",No
20-Feb-25,West,Gujarat,Jupiter,72,"82,000","59,04,000",No
20-Feb-25,West,Gujarat,Raider,46,"1,25,000","57,50,000",No
20-Feb-25,West,Gujarat,Apache,43,"1,35,000","58,05,000",No
20-Feb-25,West,Gujarat,iQube,31,"1,10,000","34,10,000",No
20-Feb-25,West,Gujarat,TVS Brand,20,"95,000","19,00,000",No
20-Feb-25,West,Goa,Jupiter,80,"82,000","65,60,000",No
20-Feb-25,West,Goa,Raider,44,"1,25,000","55,00,000",No
20-Feb-25,West,Goa,Apache,54,"1,35,000","72,90,000",No
20-Feb-25,West,Goa,iQube,35,"1,10,000","38,50,000",No
20-Feb-25,West,Goa,TVS Brand,18,"95,000","17,10,000",No
20-Feb-25,West,Madhya Pradesh,Jupiter,56,"82,000","45,92,000",No
20-Feb-25,West,Madhya Pradesh,Raider,44,"1,25,000","55,00,000",No
20-Feb-25,West,Madhya Pradesh,Apache,59,"1,35,000","79,65,000",No
20-Feb-25,West,Madhya Pradesh,iQube,36,"1,10,000","39,60,000",No
20-Feb-25,West,Madhya Pradesh,TVS Brand,17,"95,000","16,15,000",No
20-Feb-25,East,West Bengal,Jupiter,32,"82,000","26,24,000",No
20-Feb-25,East,West Bengal,Raider,28,"1,25,000","35,00,000",No
20-Feb-25,East,West Bengal,Apache,27,"1,35,000","36,45,000",No
20-Feb-25,East,West Bengal,iQube,6,"1,10,000","6,60,000",No
20-Feb-25,East,West Bengal,TVS Brand,8,"95,000","7,60,000",No
20-Feb-25,East,Bihar,Jupiter,26,"82,000","21,32,000",No
20-Feb-25,East,Bihar,Raider,29,"1,25,000","36,25,000",No
20-Feb-25,East,Bihar,Apache,26,"1,35,000","35,10,000",No
20-Feb-25,East,Bihar,iQube,6,"1,10,000","6,60,000",No
20-Feb-25,East,Bihar,TVS Brand,10,"95,000","9,50,000",No
20-Feb-25,East,Orissa,Jupiter,34,"82,000","27,88,000",No
20-Feb-25,East,Orissa,Raider,27,"1,25,000","33,75,000",No
20-Feb-25,East,Orissa,Apache,27,"1,35,000","36,45,000",No
20-Feb-25,East,Orissa,iQube,7,"1,10,000","7,70,000",No
20-Feb-25,East,Orissa,TVS Brand,10,"95,000","9,50,000",No
20-Feb-25,East,Jharkhand,Jupiter,37,"82,000","30,34,000",No
20-Feb-25,East,Jharkhand,Raider,18,"1,25,000","22,50,000",No
20-Feb-25,East,Jharkhand,Apache,25,"1,35,000","33,75,000",No
20-Feb-25,East,Jharkhand,iQube,7,"1,10,000","7,70,000",No
20-Feb-25,East,Jharkhand,TVS Brand,9,"95,000","8,55,000",No
20-Feb-25,East,Chhattisgarh,Jupiter,47,"82,000","38,54,000",No
20-Feb-25,East,Chhattisgarh,Raider,23,"1,25,000","28,75,000",No
20-Feb-25,East,Chhattisgarh,Apache,23,"1,35,000","31,05,000",No
20-Feb-25,East,Chhattisgarh,iQube,6,"1,10,000","6,60,000",No
20-Feb-25,East,Chhattisgarh,TVS Brand,10,"95,000","9,50,000",No
21-Feb-25,North,Delhi,Jupiter,61,"82,000","50,02,000",No
21-Feb-25,North,Delhi,Raider,37,"1,25,000","46,25,000",No
21-Feb-25,North,Delhi,Apache,32,"1,35,000","43,20,000",No
21-Feb-25,North,Delhi,iQube,18,"1,10,000","19,80,000",No
21-Feb-25,North,Delhi,TVS Brand,11,"95,000","10,45,000",No
21-Feb-25,North,Haryana,Jupiter,55,"82,000","45,10,000",No
21-Feb-25,North,Haryana,Raider,32,"1,25,000","40,00,000",No
21-Feb-25,North,Haryana,Apache,34,"1,35,000","45,90,000",No
21-Feb-25,North,Haryana,iQube,14,"1,10,000","15,40,000",No
21-Feb-25,North,Haryana,TVS Brand,13,"95,000","12,35,000",No
21-Feb-25,North,Punjab,Jupiter,53,"82,000","43,46,000",No
21-Feb-25,North,Punjab,Raider,28,"1,25,000","35,00,000",No
21-Feb-25,North,Punjab,Apache,34,"1,35,000","45,90,000",No
21-Feb-25,North,Punjab,iQube,18,"1,10,000","19,80,000",No
21-Feb-25,North,Punjab,TVS Brand,14,"95,000","13,30,000",No
21-Feb-25,North,Uttar Pradesh,Jupiter,53,"82,000","43,46,000",No
21-Feb-25,North,Uttar Pradesh,Raider,42,"1,25,000","52,50,000",No
21-Feb-25,North,Uttar Pradesh,Apache,33,"1,35,000","44,55,000",No
21-Feb-25,North,Uttar Pradesh,iQube,17,"1,10,000","18,70,000",No
21-Feb-25,North,Uttar Pradesh,TVS Brand,10,"95,000","9,50,000",No
21-Feb-25,North,Uttaranchal,Jupiter,54,"82,000","44,28,000",No
21-Feb-25,North,Uttaranchal,Raider,41,"1,25,000","51,25,000",No
21-Feb-25,North,Uttaranchal,Apache,38,"1,35,000","51,30,000",No
21-Feb-25,North,Uttaranchal,iQube,15,"1,10,000","16,50,000",No
21-Feb-25,North,Uttaranchal,TVS Brand,12,"95,000","11,40,000",No
21-Feb-25,North,Himachal Pradesh,Jupiter,47,"82,000","38,54,000",No
21-Feb-25,North,Himachal Pradesh,Raider,38,"1,25,000","47,50,000",No
21-Feb-25,North,Himachal Pradesh,Apache,39,"1,35,000","52,65,000",No
21-Feb-25,North,Himachal Pradesh,iQube,18,"1,10,000","19,80,000",No
21-Feb-25,North,Himachal Pradesh,TVS Brand,13,"95,000","12,35,000",No
21-Feb-25,North,Jammu & Kashmir,Jupiter,50,"82,000","41,00,000",No
21-Feb-25,North,Jammu & Kashmir,Raider,47,"1,25,000","58,75,000",No
21-Feb-25,North,Jammu & Kashmir,Apache,35,"1,35,000","47,25,000",No
21-Feb-25,North,Jammu & Kashmir,iQube,20,"1,10,000","22,00,000",No
21-Feb-25,North,Jammu & Kashmir,TVS Brand,16,"95,000","15,20,000",No
21-Feb-25,North,Chandigarh,Jupiter,49,"82,000","40,18,000",No
21-Feb-25,North,Chandigarh,Raider,43,"1,25,000","53,75,000",No
21-Feb-25,North,Chandigarh,Apache,33,"1,35,000","44,55,000",No
21-Feb-25,North,Chandigarh,iQube,22,"1,10,000","24,20,000",No
21-Feb-25,North,Chandigarh,TVS Brand,15,"95,000","14,25,000",No
21-Feb-25,North,Rajasthan,Jupiter,58,"82,000","47,56,000",No
21-Feb-25,North,Rajasthan,Raider,40,"1,25,000","50,00,000",No
21-Feb-25,North,Rajasthan,Apache,26,"1,35,000","35,10,000",No
21-Feb-25,North,Rajasthan,iQube,21,"1,10,000","23,10,000",No
21-Feb-25,North,Rajasthan,TVS Brand,14,"95,000","13,30,000",No
21-Feb-25,South,Karnataka,Jupiter,65,"82,000","53,30,000",No
21-Feb-25,South,Karnataka,Raider,59,"1,25,000","73,75,000",No
21-Feb-25,South,Karnataka,Apache,57,"1,35,000","76,95,000",No
21-Feb-25,South,Karnataka,iQube,42,"1,10,000","46,20,000",No
21-Feb-25,South,Karnataka,TVS Brand,17,"95,000","16,15,000",No
21-Feb-25,South,Tamil Nadu,Jupiter,74,"82,000","60,68,000",No
21-Feb-25,South,Tamil Nadu,Raider,37,"1,25,000","46,25,000",No
21-Feb-25,South,Tamil Nadu,Apache,62,"1,35,000","83,70,000",No
21-Feb-25,South,Tamil Nadu,iQube,39,"1,10,000","42,90,000",No
21-Feb-25,South,Tamil Nadu,TVS Brand,19,"95,000","18,05,000",No
21-Feb-25,South,Kerala,Jupiter,72,"82,000","59,04,000",No
21-Feb-25,South,Kerala,Raider,52,"1,25,000","65,00,000",No
21-Feb-25,South,Kerala,Apache,59,"1,35,000","79,65,000",No
21-Feb-25,South,Kerala,iQube,43,"1,10,000","47,30,000",No
21-Feb-25,South,Kerala,TVS Brand,21,"95,000","19,95,000",No
21-Feb-25,South,Andhra Pradesh,Jupiter,72,"82,000","59,04,000",No
21-Feb-25,South,Andhra Pradesh,Raider,52,"1,25,000","65,00,000",No
21-Feb-25,South,Andhra Pradesh,Apache,49,"1,35,000","66,15,000",No
21-Feb-25,South,Andhra Pradesh,iQube,38,"1,10,000","41,80,000",No
21-Feb-25,South,Andhra Pradesh,TVS Brand,19,"95,000","18,05,000",No
21-Feb-25,South,Pondicherry,Jupiter,85,"82,000","69,70,000",No
21-Feb-25,South,Pondicherry,Raider,50,"1,25,000","62,50,000",No
21-Feb-25,South,Pondicherry,Apache,48,"1,35,000","64,80,000",No
21-Feb-25,South,Pondicherry,iQube,44,"1,10,000","48,40,000",No
21-Feb-25,South,Pondicherry,TVS Brand,17,"95,000","16,15,000",No
21-Feb-25,West,Maharashtra,Jupiter,67,"82,000","54,94,000",No
21-Feb-25,West,Maharashtra,Raider,49,"1,25,000","61,25,000",No
21-Feb-25,West,Maharashtra,Apache,53,"1,35,000","71,55,000",No
21-Feb-25,West,Maharashtra,iQube,30,"1,10,000","33,00,000",No
21-Feb-25,West,Maharashtra,TVS Brand,16,"95,000","15,20,000",No
21-Feb-25,West,Gujarat,Jupiter,65,"82,000","53,30,000",No
21-Feb-25,West,Gujarat,Raider,38,"1,25,000","47,50,000",No
21-Feb-25,West,Gujarat,Apache,54,"1,35,000","72,90,000",No
21-Feb-25,West,Gujarat,iQube,33,"1,10,000","36,30,000",No
