date,larger_region,region,product,enquiries,dealer_visits,sales,price,revenue,Campaign Active
15-Mar-25,South,Andhra Pradesh,Jupiter,475,289,94,"82,000","77,08,000",No
15-Mar-25,South,Andhra Pradesh,Raider,346,233,65,"1,25,000","81,25,000",No
15-Mar-25,South,Andhra Pradesh,Apache,496,298,82,"1,35,000","1,10,70,000",No
15-Mar-25,South,Andhra Pradesh,iQube,388,212,48,"1,10,000","52,80,000",No
15-Mar-25,South,Andhra Pradesh,TVS Brand,91,61,22,"95,000","20,90,000",No
15-Mar-25,South,Pondicherry,Jupiter,394,279,92,"82,000","75,44,000",No
15-Mar-25,South,Pondicherry,Raider,337,200,61,"1,25,000","76,25,000",No
15-Mar-25,South,Pondicherry,Apache,612,336,94,"1,35,000","1,26,90,000",No
15-Mar-25,South,Pondicherry,iQube,531,301,65,"1,10,000","71,50,000",No
15-Mar-25,South,Pondicherry,TVS Brand,88,59,23,"95,000","21,85,000",No
15-Mar-25,West,Maharashtra,Jupiter,458,288,80,"82,000","65,60,000",No
15-Mar-25,West,Maharashtra,Raider,349,220,53,"1,25,000","66,25,000",No
15-Mar-25,West,Maharashtra,Apache,531,317,70,"1,35,000","94,50,000",No
15-Mar-25,West,Maharashtra,iQube,525,261,54,"1,10,000","59,40,000",No
15-Mar-25,West,Maharashtra,TVS Brand,108,68,22,"95,000","20,90,000",No
15-Mar-25,West,Gujarat,Jupiter,495,289,90,"82,000","73,80,000",No
15-Mar-25,West,Gujarat,Raider,321,221,57,"1,25,000","71,25,000",No
15-Mar-25,West,Gujarat,Apache,476,289,70,"1,35,000","94,50,000",No
15-Mar-25,West,Gujarat,iQube,439,251,50,"1,10,000","55,00,000",No
15-Mar-25,West,Gujarat,TVS Brand,79,48,18,"95,000","17,10,000",No
15-Mar-25,West,Goa,Jupiter,461,265,86,"82,000","70,52,000",No
15-Mar-25,West,Goa,Raider,333,201,55,"1,25,000","68,75,000",No
15-Mar-25,West,Goa,Apache,476,268,75,"1,35,000","1,01,25,000",No
15-Mar-25,West,Goa,iQube,463,209,45,"1,10,000","49,50,000",No
15-Mar-25,West,Goa,TVS Brand,110,75,24,"95,000","22,80,000",No
15-Mar-25,West,Madhya Pradesh,Jupiter,425,243,89,"82,000","72,98,000",No
15-Mar-25,West,Madhya Pradesh,Raider,237,134,46,"1,25,000","57,50,000",No
15-Mar-25,West,Madhya Pradesh,Apache,366,208,59,"1,35,000","79,65,000",No
15-Mar-25,West,Madhya Pradesh,iQube,273,147,38,"1,10,000","41,80,000",No
15-Mar-25,West,Madhya Pradesh,TVS Brand,91,69,27,"95,000","25,65,000",No
15-Mar-25,East,West Bengal,Jupiter,269,168,55,"82,000","45,10,000",No
15-Mar-25,East,West Bengal,Raider,209,120,40,"1,25,000","50,00,000",No
15-Mar-25,East,West Bengal,Apache,215,117,32,"1,35,000","43,20,000",No
15-Mar-25,East,West Bengal,iQube,78,39,9,"1,10,000","9,90,000",No
15-Mar-25,East,West Bengal,TVS Brand,44,29,11,"95,000","10,45,000",No
15-Mar-25,East,Bihar,Jupiter,239,148,53,"82,000","43,46,000",No
15-Mar-25,East,Bihar,Raider,192,122,40,"1,25,000","50,00,000",No
15-Mar-25,East,Bihar,Apache,185,99,31,"1,35,000","41,85,000",No
15-Mar-25,East,Bihar,iQube,61,39,9,"1,10,000","9,90,000",No
15-Mar-25,East,Bihar,TVS Brand,44,30,13,"95,000","12,35,000",No
15-Mar-25,East,Orissa,Jupiter,183,99,44,"82,000","36,08,000",No
15-Mar-25,East,Orissa,Raider,221,97,42,"1,25,000","52,50,000",No
15-Mar-25,East,Orissa,Apache,167,121,37,"1,35,000","49,95,000",No
15-Mar-25,East,Orissa,iQube,65,33,9,"1,10,000","9,90,000",No
15-Mar-25,East,Orissa,TVS Brand,46,23,13,"95,000","12,35,000",No
15-Mar-25,East,Jharkhand,Jupiter,301,180,69,"82,000","56,58,000",No
15-Mar-25,East,Jharkhand,Raider,214,128,45,"1,25,000","56,25,000",No
15-Mar-25,East,Jharkhand,Apache,171,96,31,"1,35,000","41,85,000",No
15-Mar-25,East,Jharkhand,iQube,58,44,10,"1,10,000","11,00,000",No
15-Mar-25,East,Jharkhand,TVS Brand,45,24,12,"95,000","11,40,000",No
15-Mar-25,East,Chhattisgarh,Jupiter,177,111,45,"82,000","36,90,000",No
15-Mar-25,East,Chhattisgarh,Raider,172,80,34,"1,25,000","42,50,000",No
15-Mar-25,East,Chhattisgarh,Apache,105,56,21,"1,35,000","28,35,000",No
15-Mar-25,East,Chhattisgarh,iQube,52,29,8,"1,10,000","8,80,000",No
15-Mar-25,East,Chhattisgarh,TVS Brand,34,20,10,"95,000","9,50,000",No
16-Mar-25,North,Delhi,Jupiter,411,283,72,"82,000","59,04,000",No
16-Mar-25,North,Delhi,Raider,320,191,44,"1,25,000","55,00,000",No
16-Mar-25,North,Delhi,Apache,316,180,41,"1,35,000","55,35,000",No
16-Mar-25,North,Delhi,iQube,240,140,24,"1,10,000","26,40,000",No
16-Mar-25,North,Delhi,TVS Brand,84,66,20,"95,000","19,00,000",No
16-Mar-25,North,Haryana,Jupiter,376,229,71,"82,000","58,22,000",No
16-Mar-25,North,Haryana,Raider,319,157,54,"1,25,000","67,50,000",No
16-Mar-25,North,Haryana,Apache,257,175,40,"1,35,000","54,00,000",No
16-Mar-25,North,Haryana,iQube,224,122,26,"1,10,000","28,60,000",No
16-Mar-25,North,Haryana,TVS Brand,74,48,17,"95,000","16,15,000",No
16-Mar-25,North,Punjab,Jupiter,456,265,86,"82,000","70,52,000",No
16-Mar-25,North,Punjab,Raider,277,178,46,"1,25,000","57,50,000",No
16-Mar-25,North,Punjab,Apache,280,177,40,"1,35,000","54,00,000",No
16-Mar-25,North,Punjab,iQube,175,115,22,"1,10,000","24,20,000",No
16-Mar-25,North,Punjab,TVS Brand,75,52,19,"95,000","18,05,000",No
16-Mar-25,North,Uttar Pradesh,Jupiter,305,172,61,"82,000","50,02,000",No
16-Mar-25,North,Uttar Pradesh,Raider,307,193,56,"1,25,000","70,00,000",No
16-Mar-25,North,Uttar Pradesh,Apache,246,171,43,"1,35,000","58,05,000",No
16-Mar-25,North,Uttar Pradesh,iQube,182,130,26,"1,10,000","28,60,000",No
16-Mar-25,North,Uttar Pradesh,TVS Brand,86,50,20,"95,000","19,00,000",No
16-Mar-25,North,Uttaranchal,Jupiter,289,179,70,"82,000","57,40,000",No
16-Mar-25,North,Uttaranchal,Raider,234,140,48,"1,25,000","60,00,000",No
16-Mar-25,North,Uttaranchal,Apache,303,183,50,"1,35,000","67,50,000",No
16-Mar-25,North,Uttaranchal,iQube,173,90,24,"1,10,000","26,40,000",No
16-Mar-25,North,Uttaranchal,TVS Brand,58,38,17,"95,000","16,15,000",No
16-Mar-25,North,Himachal Pradesh,Jupiter,282,175,76,"82,000","62,32,000",No
16-Mar-25,North,Himachal Pradesh,Raider,278,145,51,"1,25,000","63,75,000",No
16-Mar-25,North,Himachal Pradesh,Apache,233,155,48,"1,35,000","64,80,000",No
16-Mar-25,North,Himachal Pradesh,iQube,146,83,24,"1,10,000","26,40,000",No
16-Mar-25,North,Himachal Pradesh,TVS Brand,70,53,22,"95,000","20,90,000",No
16-Mar-25,North,Jammu & Kashmir,Jupiter,298,157,77,"82,000","63,14,000",No
16-Mar-25,North,Jammu & Kashmir,Raider,215,114,43,"1,25,000","53,75,000",No
16-Mar-25,North,Jammu & Kashmir,Apache,208,140,48,"1,35,000","64,80,000",No
16-Mar-25,North,Jammu & Kashmir,iQube,192,106,28,"1,10,000","30,80,000",No
16-Mar-25,North,Jammu & Kashmir,TVS Brand,68,35,18,"95,000","17,10,000",No
16-Mar-25,North,Chandigarh,Jupiter,378,223,71,"82,000","58,22,000",No
16-Mar-25,North,Chandigarh,Raider,242,174,45,"1,25,000","56,25,000",No
16-Mar-25,North,Chandigarh,Apache,312,180,44,"1,35,000","59,40,000",No
16-Mar-25,North,Chandigarh,iQube,237,122,26,"1,10,000","28,60,000",No
16-Mar-25,North,Chandigarh,TVS Brand,78,53,19,"95,000","18,05,000",No
16-Mar-25,North,Rajasthan,Jupiter,366,232,71,"82,000","58,22,000",No
16-Mar-25,North,Rajasthan,Raider,278,156,48,"1,25,000","60,00,000",No
16-Mar-25,North,Rajasthan,Apache,255,146,41,"1,35,000","55,35,000",No
16-Mar-25,North,Rajasthan,iQube,159,97,22,"1,10,000","24,20,000",No
16-Mar-25,North,Rajasthan,TVS Brand,67,47,19,"95,000","18,05,000",No
16-Mar-25,South,Karnataka,Jupiter,638,371,98,"82,000","80,36,000",No
16-Mar-25,South,Karnataka,Raider,369,236,60,"1,25,000","75,00,000",No
16-Mar-25,South,Karnataka,Apache,519,324,75,"1,35,000","1,01,25,000",No
16-Mar-25,South,Karnataka,iQube,540,292,52,"1,10,000","57,20,000",No
16-Mar-25,South,Karnataka,TVS Brand,174,99,30,"95,000","28,50,000",No
16-Mar-25,South,Tamil Nadu,Jupiter,594,381,104,"82,000","85,28,000",No
16-Mar-25,South,Tamil Nadu,Raider,441,246,69,"1,25,000","86,25,000",No
16-Mar-25,South,Tamil Nadu,Apache,520,295,65,"1,35,000","87,75,000",No
16-Mar-25,South,Tamil Nadu,iQube,579,337,63,"1,10,000","69,30,000",No
16-Mar-25,South,Tamil Nadu,TVS Brand,135,82,26,"95,000","24,70,000",No
16-Mar-25,South,Kerala,Jupiter,533,382,122,"82,000","1,00,04,000",No
16-Mar-25,South,Kerala,Raider,361,235,64,"1,25,000","80,00,000",No
16-Mar-25,South,Kerala,Apache,476,281,69,"1,35,000","93,15,000",No
16-Mar-25,South,Kerala,iQube,435,253,58,"1,10,000","63,80,000",No
16-Mar-25,South,Kerala,TVS Brand,118,65,26,"95,000","24,70,000",No
16-Mar-25,South,Andhra Pradesh,Jupiter,478,351,112,"82,000","91,84,000",No
16-Mar-25,South,Andhra Pradesh,Raider,354,248,66,"1,25,000","82,50,000",No
16-Mar-25,South,Andhra Pradesh,Apache,333,193,52,"1,35,000","70,20,000",No
16-Mar-25,South,Andhra Pradesh,iQube,463,297,59,"1,10,000","64,90,000",No
16-Mar-25,South,Andhra Pradesh,TVS Brand,126,75,30,"95,000","28,50,000",No
16-Mar-25,South,Pondicherry,Jupiter,407,269,92,"82,000","75,44,000",No
16-Mar-25,South,Pondicherry,Raider,382,265,76,"1,25,000","95,00,000",No
16-Mar-25,South,Pondicherry,Apache,432,293,83,"1,35,000","1,12,05,000",No
16-Mar-25,South,Pondicherry,iQube,454,248,55,"1,10,000","60,50,000",No
16-Mar-25,South,Pondicherry,TVS Brand,86,60,23,"95,000","21,85,000",No
16-Mar-25,West,Maharashtra,Jupiter,396,265,73,"82,000","59,86,000",No
16-Mar-25,West,Maharashtra,Raider,376,220,53,"1,25,000","66,25,000",No
16-Mar-25,West,Maharashtra,Apache,556,373,78,"1,35,000","1,05,30,000",No
16-Mar-25,West,Maharashtra,iQube,490,287,50,"1,10,000","55,00,000",No
16-Mar-25,West,Maharashtra,TVS Brand,127,77,23,"95,000","21,85,000",No
16-Mar-25,West,Gujarat,Jupiter,606,350,103,"82,000","84,46,000",No
16-Mar-25,West,Gujarat,Raider,391,222,59,"1,25,000","73,75,000",No
16-Mar-25,West,Gujarat,Apache,427,283,68,"1,35,000","91,80,000",No
16-Mar-25,West,Gujarat,iQube,385,220,42,"1,10,000","46,20,000",No
16-Mar-25,West,Gujarat,TVS Brand,67,40,15,"95,000","14,25,000",No
16-Mar-25,West,Goa,Jupiter,441,236,81,"82,000","66,42,000",No
16-Mar-25,West,Goa,Raider,393,206,59,"1,25,000","73,75,000",No
16-Mar-25,West,Goa,Apache,489,292,72,"1,35,000","97,20,000",No
16-Mar-25,West,Goa,iQube,505,243,56,"1,10,000","61,60,000",No
16-Mar-25,West,Goa,TVS Brand,97,59,21,"95,000","19,95,000",No
16-Mar-25,West,Madhya Pradesh,Jupiter,448,278,105,"82,000","86,10,000",No
16-Mar-25,West,Madhya Pradesh,Raider,339,188,67,"1,25,000","83,75,000",No
16-Mar-25,West,Madhya Pradesh,Apache,409,232,62,"1,35,000","83,70,000",No
16-Mar-25,West,Madhya Pradesh,iQube,326,173,42,"1,10,000","46,20,000",No
16-Mar-25,West,Madhya Pradesh,TVS Brand,78,53,21,"95,000","19,95,000",No
16-Mar-25,East,West Bengal,Jupiter,288,150,52,"82,000","42,64,000",No
16-Mar-25,East,West Bengal,Raider,230,166,45,"1,25,000","56,25,000",No
16-Mar-25,East,West Bengal,Apache,139,88,26,"1,35,000","35,10,000",No
16-Mar-25,East,West Bengal,iQube,71,36,9,"1,10,000","9,90,000",No
16-Mar-25,East,West Bengal,TVS Brand,49,30,11,"95,000","10,45,000",No
16-Mar-25,East,Bihar,Jupiter,224,159,55,"82,000","45,10,000",No
16-Mar-25,East,Bihar,Raider,192,102,35,"1,25,000","43,75,000",No
16-Mar-25,East,Bihar,Apache,175,123,33,"1,35,000","44,55,000",No
16-Mar-25,East,Bihar,iQube,75,40,10,"1,10,000","11,00,000",No
16-Mar-25,East,Bihar,TVS Brand,52,30,13,"95,000","12,35,000",No
16-Mar-25,East,Orissa,Jupiter,184,120,46,"82,000","37,72,000",No
16-Mar-25,East,Orissa,Raider,204,96,39,"1,25,000","48,75,000",No
16-Mar-25,East,Orissa,Apache,158,104,30,"1,35,000","40,50,000",No
16-Mar-25,East,Orissa,iQube,60,38,9,"1,10,000","9,90,000",No
16-Mar-25,East,Orissa,TVS Brand,55,31,14,"95,000","13,30,000",No
16-Mar-25,East,Jharkhand,Jupiter,185,118,47,"82,000","38,54,000",No
16-Mar-25,East,Jharkhand,Raider,232,129,40,"1,25,000","50,00,000",No
16-Mar-25,East,Jharkhand,Apache,156,86,29,"1,35,000","39,15,000",No
16-Mar-25,East,Jharkhand,iQube,76,43,11,"1,10,000","12,10,000",No
16-Mar-25,East,Jharkhand,TVS Brand,28,19,9,"95,000","8,55,000",No
16-Mar-25,East,Chhattisgarh,Jupiter,188,92,42,"82,000","34,44,000",No
16-Mar-25,East,Chhattisgarh,Raider,229,140,46,"1,25,000","57,50,000",No
16-Mar-25,East,Chhattisgarh,Apache,174,119,35,"1,35,000","47,25,000",No
16-Mar-25,East,Chhattisgarh,iQube,51,31,8,"1,10,000","8,80,000",No
16-Mar-25,East,Chhattisgarh,TVS Brand,33,21,10,"95,000","9,50,000",No
17-Mar-25,North,Delhi,Jupiter,317,218,55,"82,000","45,10,000",No
17-Mar-25,North,Delhi,Raider,292,162,39,"1,25,000","48,75,000",No
17-Mar-25,North,Delhi,Apache,188,127,27,"1,35,000","36,45,000",No
17-Mar-25,North,Delhi,iQube,209,111,20,"1,10,000","22,00,000",No
17-Mar-25,North,Delhi,TVS Brand,88,43,15,"95,000","14,25,000",No
17-Mar-25,North,Haryana,Jupiter,229,164,54,"82,000","44,28,000",No
17-Mar-25,North,Haryana,Raider,297,155,47,"1,25,000","58,75,000",No
17-Mar-25,North,Haryana,Apache,202,137,33,"1,35,000","44,55,000",No
17-Mar-25,North,Haryana,iQube,187,104,21,"1,10,000","23,10,000",No
17-Mar-25,North,Haryana,TVS Brand,69,40,15,"95,000","14,25,000",No
17-Mar-25,North,Punjab,Jupiter,303,205,62,"82,000","50,84,000",No
17-Mar-25,North,Punjab,Raider,192,109,37,"1,25,000","46,25,000",No
17-Mar-25,North,Punjab,Apache,206,133,33,"1,35,000","44,55,000",No
17-Mar-25,North,Punjab,iQube,162,94,19,"1,10,000","20,90,000",No
17-Mar-25,North,Punjab,TVS Brand,49,38,14,"95,000","13,30,000",No
17-Mar-25,North,Uttar Pradesh,Jupiter,228,122,46,"82,000","37,72,000",No
17-Mar-25,North,Uttar Pradesh,Raider,262,145,45,"1,25,000","56,25,000",No
17-Mar-25,North,Uttar Pradesh,Apache,242,96,32,"1,35,000","43,20,000",No
17-Mar-25,North,Uttar Pradesh,iQube,192,94,22,"1,10,000","24,20,000",No
17-Mar-25,North,Uttar Pradesh,TVS Brand,48,33,14,"95,000","13,30,000",No
17-Mar-25,North,Uttaranchal,Jupiter,284,185,65,"82,000","53,30,000",No
17-Mar-25,North,Uttaranchal,Raider,207,119,37,"1,25,000","46,25,000",No
17-Mar-25,North,Uttaranchal,Apache,167,115,33,"1,35,000","44,55,000",No
17-Mar-25,North,Uttaranchal,iQube,132,68,18,"1,10,000","19,80,000",No
17-Mar-25,North,Uttaranchal,TVS Brand,56,34,16,"95,000","15,20,000",No
17-Mar-25,North,Himachal Pradesh,Jupiter,186,109,46,"82,000","37,72,000",No
17-Mar-25,North,Himachal Pradesh,Raider,188,126,44,"1,25,000","55,00,000",No
17-Mar-25,North,Himachal Pradesh,Apache,235,129,43,"1,35,000","58,05,000",No
17-Mar-25,North,Himachal Pradesh,iQube,164,81,22,"1,10,000","24,20,000",No
17-Mar-25,North,Himachal Pradesh,TVS Brand,50,33,15,"95,000","14,25,000",No
17-Mar-25,North,Jammu & Kashmir,Jupiter,235,148,60,"82,000","49,20,000",No
17-Mar-25,North,Jammu & Kashmir,Raider,124,92,34,"1,25,000","42,50,000",No
17-Mar-25,North,Jammu & Kashmir,Apache,152,95,35,"1,35,000","47,25,000",No
17-Mar-25,North,Jammu & Kashmir,iQube,123,71,21,"1,10,000","23,10,000",No
17-Mar-25,North,Jammu & Kashmir,TVS Brand,57,36,18,"95,000","17,10,000",No
17-Mar-25,North,Chandigarh,Jupiter,374,224,67,"82,000","54,94,000",No
17-Mar-25,North,Chandigarh,Raider,171,121,33,"1,25,000","41,25,000",No
17-Mar-25,North,Chandigarh,Apache,259,145,37,"1,35,000","49,95,000",No
17-Mar-25,North,Chandigarh,iQube,202,115,23,"1,10,000","25,30,000",No
17-Mar-25,North,Chandigarh,TVS Brand,66,35,14,"95,000","13,30,000",No
17-Mar-25,North,Rajasthan,Jupiter,287,201,62,"82,000","50,84,000",No
17-Mar-25,North,Rajasthan,Raider,255,144,42,"1,25,000","52,50,000",No
17-Mar-25,North,Rajasthan,Apache,247,155,39,"1,35,000","52,65,000",No
17-Mar-25,North,Rajasthan,iQube,190,91,21,"1,10,000","23,10,000",No
17-Mar-25,North,Rajasthan,TVS Brand,40,27,11,"95,000","10,45,000",No
17-Mar-25,South,Karnataka,Jupiter,589,261,82,"82,000","67,24,000",No
17-Mar-25,South,Karnataka,Raider,288,160,45,"1,25,000","56,25,000",No
17-Mar-25,South,Karnataka,Apache,494,263,66,"1,35,000","89,10,000",No
17-Mar-25,South,Karnataka,iQube,466,227,49,"1,10,000","53,90,000",No
17-Mar-25,South,Karnataka,TVS Brand,112,73,22,"95,000","20,90,000",No
17-Mar-25,South,Tamil Nadu,Jupiter,485,308,89,"82,000","72,98,000",No
17-Mar-25,South,Tamil Nadu,Raider,320,196,50,"1,25,000","62,50,000",No
17-Mar-25,South,Tamil Nadu,Apache,404,250,56,"1,35,000","75,60,000",No
17-Mar-25,South,Tamil Nadu,iQube,525,252,51,"1,10,000","56,10,000",No
17-Mar-25,South,Tamil Nadu,TVS Brand,111,76,24,"95,000","22,80,000",No
17-Mar-25,South,Kerala,Jupiter,386,233,88,"82,000","72,16,000",No
17-Mar-25,South,Kerala,Raider,331,201,57,"1,25,000","71,25,000",No
17-Mar-25,South,Kerala,Apache,444,265,74,"1,35,000","99,90,000",No
17-Mar-25,South,Kerala,iQube,379,212,49,"1,10,000","53,90,000",No
17-Mar-25,South,Kerala,TVS Brand,92,50,21,"95,000","19,95,000",No
17-Mar-25,South,Andhra Pradesh,Jupiter,413,246,87,"82,000","71,34,000",No
17-Mar-25,South,Andhra Pradesh,Raider,208,149,42,"1,25,000","52,50,000",No
17-Mar-25,South,Andhra Pradesh,Apache,456,282,76,"1,35,000","1,02,60,000",No
17-Mar-25,South,Andhra Pradesh,iQube,363,219,51,"1,10,000","56,10,000",No
17-Mar-25,South,Andhra Pradesh,TVS Brand,95,67,22,"95,000","20,90,000",No
17-Mar-25,South,Pondicherry,Jupiter,338,246,85,"82,000","69,70,000",No
17-Mar-25,South,Pondicherry,Raider,248,137,44,"1,25,000","55,00,000",No
17-Mar-25,South,Pondicherry,Apache,383,197,59,"1,35,000","79,65,000",No
17-Mar-25,South,Pondicherry,iQube,318,169,40,"1,10,000","44,00,000",No
17-Mar-25,South,Pondicherry,TVS Brand,91,50,21,"95,000","19,95,000",No
17-Mar-25,West,Maharashtra,Jupiter,363,248,64,"82,000","52,48,000",No
17-Mar-25,West,Maharashtra,Raider,303,198,49,"1,25,000","61,25,000",No
17-Mar-25,West,Maharashtra,Apache,367,232,57,"1,35,000","76,95,000",No
17-Mar-25,West,Maharashtra,iQube,321,162,32,"1,10,000","35,20,000",No
17-Mar-25,West,Maharashtra,TVS Brand,75,51,16,"95,000","15,20,000",No
17-Mar-25,West,Gujarat,Jupiter,303,209,59,"82,000","48,38,000",No
17-Mar-25,West,Gujarat,Raider,317,191,50,"1,25,000","62,50,000",No
17-Mar-25,West,Gujarat,Apache,436,237,57,"1,35,000","76,95,000",No
17-Mar-25,West,Gujarat,iQube,373,198,37,"1,10,000","40,70,000",No
17-Mar-25,West,Gujarat,TVS Brand,78,56,18,"95,000","17,10,000",No
17-Mar-25,West,Goa,Jupiter,406,241,77,"82,000","63,14,000",No
17-Mar-25,West,Goa,Raider,262,165,43,"1,25,000","53,75,000",No
17-Mar-25,West,Goa,Apache,400,255,58,"1,35,000","78,30,000",No
17-Mar-25,West,Goa,iQube,459,245,49,"1,10,000","53,90,000",No
17-Mar-25,West,Goa,TVS Brand,84,57,21,"95,000","19,95,000",No
17-Mar-25,West,Madhya Pradesh,Jupiter,321,208,71,"82,000","58,22,000",No
17-Mar-25,West,Madhya Pradesh,Raider,235,134,43,"1,25,000","53,75,000",No
17-Mar-25,West,Madhya Pradesh,Apache,322,196,55,"1,35,000","74,25,000",No
17-Mar-25,West,Madhya Pradesh,iQube,216,145,31,"1,10,000","34,10,000",No
17-Mar-25,West,Madhya Pradesh,TVS Brand,60,50,19,"95,000","18,05,000",No
17-Mar-25,East,West Bengal,Jupiter,179,119,37,"82,000","30,34,000",No
17-Mar-25,East,West Bengal,Raider,190,113,33,"1,25,000","41,25,000",No
17-Mar-25,East,West Bengal,Apache,163,96,25,"1,35,000","33,75,000",No
17-Mar-25,East,West Bengal,iQube,55,34,7,"1,10,000","7,70,000",No
17-Mar-25,East,West Bengal,TVS Brand,22,15,6,"95,000","5,70,000",No
17-Mar-25,East,Bihar,Jupiter,186,116,41,"82,000","33,62,000",No
17-Mar-25,East,Bihar,Raider,133,74,26,"1,25,000","32,50,000",No
17-Mar-25,East,Bihar,Apache,135,70,23,"1,35,000","31,05,000",No
17-Mar-25,East,Bihar,iQube,48,23,6,"1,10,000","6,60,000",No
17-Mar-25,East,Bihar,TVS Brand,34,22,11,"95,000","10,45,000",No
17-Mar-25,East,Orissa,Jupiter,176,110,42,"82,000","34,44,000",No
17-Mar-25,East,Orissa,Raider,156,74,28,"1,25,000","35,00,000",No
17-Mar-25,East,Orissa,Apache,146,79,27,"1,35,000","36,45,000",No
17-Mar-25,East,Orissa,iQube,46,30,7,"1,10,000","7,70,000",No
17-Mar-25,East,Orissa,TVS Brand,32,23,10,"95,000","9,50,000",No
17-Mar-25,East,Jharkhand,Jupiter,162,97,38,"82,000","31,16,000",No
17-Mar-25,East,Jharkhand,Raider,159,83,32,"1,25,000","40,00,000",No
17-Mar-25,East,Jharkhand,Apache,163,95,27,"1,35,000","36,45,000",No
17-Mar-25,East,Jharkhand,iQube,48,31,7,"1,10,000","7,70,000",No
17-Mar-25,East,Jharkhand,TVS Brand,33,22,10,"95,000","9,50,000",No
17-Mar-25,East,Chhattisgarh,Jupiter,185,100,41,"82,000","33,62,000",No
17-Mar-25,East,Chhattisgarh,Raider,145,86,35,"1,25,000","43,75,000",No
17-Mar-25,East,Chhattisgarh,Apache,176,85,29,"1,35,000","39,15,000",No
17-Mar-25,East,Chhattisgarh,iQube,46,24,7,"1,10,000","7,70,000",No
17-Mar-25,East,Chhattisgarh,TVS Brand,40,22,11,"95,000","10,45,000",No
18-Mar-25,North,Delhi,Jupiter,332,219,57,"82,000","46,74,000",No
18-Mar-25,North,Delhi,Raider,295,190,46,"1,25,000","57,50,000",No
18-Mar-25,North,Delhi,Apache,330,179,38,"1,35,000","51,30,000",No
18-Mar-25,North,Delhi,iQube,225,126,22,"1,10,000","24,20,000",No
18-Mar-25,North,Delhi,TVS Brand,79,59,16,"95,000","15,20,000",No
18-Mar-25,North,Haryana,Jupiter,285,192,59,"82,000","48,38,000",No
18-Mar-25,North,Haryana,Raider,205,129,34,"1,25,000","42,50,000",No
18-Mar-25,North,Haryana,Apache,275,148,38,"1,35,000","51,30,000",No
18-Mar-25,North,Haryana,iQube,211,118,24,"1,10,000","26,40,000",No
18-Mar-25,North,Haryana,TVS Brand,50,34,14,"95,000","13,30,000",No
18-Mar-25,North,Punjab,Jupiter,215,135,45,"82,000","36,90,000",No
18-Mar-25,North,Punjab,Raider,252,175,48,"1,25,000","60,00,000",No
18-Mar-25,North,Punjab,Apache,253,146,39,"1,35,000","52,65,000",No
18-Mar-25,North,Punjab,iQube,173,107,23,"1,10,000","25,30,000",No
18-Mar-25,North,Punjab,TVS Brand,57,45,17,"95,000","16,15,000",No
18-Mar-25,North,Uttar Pradesh,Jupiter,280,176,59,"82,000","48,38,000",No
18-Mar-25,North,Uttar Pradesh,Raider,210,145,44,"1,25,000","55,00,000",No
18-Mar-25,North,Uttar Pradesh,Apache,217,131,39,"1,35,000","52,65,000",No
18-Mar-25,North,Uttar Pradesh,iQube,166,100,20,"1,10,000","22,00,000",No
18-Mar-25,North,Uttar Pradesh,TVS Brand,48,28,12,"95,000","11,40,000",No
18-Mar-25,North,Uttaranchal,Jupiter,256,167,59,"82,000","48,38,000",No
18-Mar-25,North,Uttaranchal,Raider,238,161,46,"1,25,000","57,50,000",No
18-Mar-25,North,Uttaranchal,Apache,171,108,33,"1,35,000","44,55,000",No
18-Mar-25,North,Uttaranchal,iQube,152,83,19,"1,10,000","20,90,000",No
18-Mar-25,North,Uttaranchal,TVS Brand,42,31,14,"95,000","13,30,000",No
18-Mar-25,North,Himachal Pradesh,Jupiter,235,157,52,"82,000","42,64,000",No
18-Mar-25,North,Himachal Pradesh,Raider,158,86,32,"1,25,000","40,00,000",No
18-Mar-25,North,Himachal Pradesh,Apache,129,95,27,"1,35,000","36,45,000",No
18-Mar-25,North,Himachal Pradesh,iQube,135,67,19,"1,10,000","20,90,000",No
18-Mar-25,North,Himachal Pradesh,TVS Brand,57,37,17,"95,000","16,15,000",No
18-Mar-25,North,Jammu & Kashmir,Jupiter,198,110,48,"82,000","39,36,000",No
18-Mar-25,North,Jammu & Kashmir,Raider,143,79,33,"1,25,000","41,25,000",No
18-Mar-25,North,Jammu & Kashmir,Apache,193,102,35,"1,35,000","47,25,000",No
18-Mar-25,North,Jammu & Kashmir,iQube,157,93,23,"1,10,000","25,30,000",No
18-Mar-25,North,Jammu & Kashmir,TVS Brand,37,23,11,"95,000","10,45,000",No
18-Mar-25,North,Chandigarh,Jupiter,253,155,47,"82,000","38,54,000",No
18-Mar-25,North,Chandigarh,Raider,303,168,45,"1,25,000","56,25,000",No
18-Mar-25,North,Chandigarh,Apache,274,180,42,"1,35,000","56,70,000",No
18-Mar-25,North,Chandigarh,iQube,194,89,20,"1,10,000","22,00,000",No
18-Mar-25,North,Chandigarh,TVS Brand,60,34,12,"95,000","11,40,000",No
18-Mar-25,North,Rajasthan,Jupiter,256,166,53,"82,000","43,46,000",No
18-Mar-25,North,Rajasthan,Raider,203,135,39,"1,25,000","48,75,000",No
18-Mar-25,North,Rajasthan,Apache,165,89,28,"1,35,000","37,80,000",No
18-Mar-25,North,Rajasthan,iQube,159,100,22,"1,10,000","24,20,000",No
